orgid|Prefix|visible|dark|total
278768|181.191.128.0/22|1024|0|1024
253666|181.191.132.0/22|1024|0|1024
279188|181.191.140.0/22|512|512|1024
139944|181.191.144.0/22|1024|0|1024
277394|181.191.148.0/22|1024|0|1024
279503|181.191.152.0/22|1024|0|1024
279360|181.191.156.0/22|1024|0|1024
279357|181.191.160.0/22|1024|0|1024
216788|181.191.164.0/22|1024|0|1024
200717|181.191.168.0/22|1024|0|1024
144375|181.191.172.0/22|1024|0|1024
274735|181.191.176.0/22|1024|0|1024
231822|181.191.180.0/22|1024|0|1024
116833|181.191.184.0/23|512|0|512
274464|181.191.186.0/23|512|0|512
277083|181.191.188.0/22|1024|0|1024
279599|181.191.192.0/22|1024|0|1024
272013|181.191.196.0/22|1024|0|1024
237830|181.191.200.0/22|1024|0|1024
242892|181.191.204.0/22|1024|0|1024
277613|181.191.208.0/22|1024|0|1024
277876|181.191.212.0/22|1024|0|1024
278209|181.191.216.0/22|1024|0|1024
279449|181.191.220.0/22|1024|0|1024
277600|181.191.224.0/22|1024|0|1024
278843|181.191.228.0/22|1024|0|1024
279144|181.191.232.0/22|1024|0|1024
256919|181.191.236.0/22|1024|0|1024
279243|181.191.240.0/22|1024|0|1024
238564|181.191.244.0/22|1024|0|1024
238564|181.191.248.0/21|2048|0|2048
36251|181.192.0.0/19|8192|0|8192
48385|181.192.32.0/19|8192|0|8192
25802|181.192.64.0/20|4096|0|4096
40368|181.192.80.0/20|0|4096|4096
20924|181.192.128.0/17|32768|0|32768
20425|181.193.0.0/16|65536|0|65536
20425|181.194.0.0/15|131072|0|131072
22675|181.196.0.0/16|26624|38912|65536
20305|181.197.0.0/17|32768|0|32768
20305|181.197.128.0/18|16384|0|16384
36536|181.197.192.0/18|16384|0|16384
20201|181.198.0.0/16|65536|0|65536
20201|181.199.0.0/17|32768|0|32768
97391|181.199.128.0/20|4096|0|4096
36755|181.199.144.0/20|4096|0|4096
97369|181.199.160.0/20|4096|0|4096
47289|181.199.176.0/20|4096|0|4096
148662|181.199.192.0/20|0|4096|4096
45511|181.199.208.0/20|0|4096|4096
38826|181.199.224.0/19|8192|0|8192
22289|181.200.0.0/14|262144|0|262144
22402|181.204.0.0/14|262144|0|262144
20276|181.208.0.0/16|65024|512|65536
71157|181.209.0.0/17|32768|0|32768
23107|181.209.128.0/17|32768|0|32768
39771|181.210.0.0/16|65536|0|65536
22675|181.211.0.0/16|25344|40192|65536
20015|181.212.0.0/16|65536|0|65536
236102|181.213.0.0/16|57344|8192|65536
150472|181.214.0.0/15|115968|15104|131072
236102|181.216.0.0/13|262144|262144|524288
40230|181.224.0.0/18|16384|0|16384
40230|181.224.64.0/19|8192|0|8192
33597|181.224.96.0/19|8192|0|8192
95267|181.224.128.0/19|8192|0|8192
48749|181.224.160.0/22|1024|0|1024
144451|181.224.164.0/22|1024|0|1024
94014|181.224.172.0/22|1024|0|1024
76280|181.224.176.0/21|2048|0|2048
97447|181.224.184.0/21|2048|0|2048
40230|181.224.192.0/21|2048|0|2048
95693|181.224.200.0/22|512|512|1024
46443|181.224.208.0/21|2048|0|2048
40230|181.224.216.0/21|2048|0|2048
40079|181.225.0.0/19|7424|768|8192
39643|181.225.64.0/20|4096|0|4096
64586|181.225.80.0/20|4096|0|4096
92301|181.225.96.0/20|4096|0|4096
63177|181.225.112.0/20|4096|0|4096
144692|181.225.128.0/21|2048|0|2048
149650|181.225.136.0/22|1024|0|1024
67248|181.225.140.0/22|1024|0|1024
67248|181.225.144.0/21|2048|0|2048
21116|181.225.224.0/19|8192|0|8192
21251|181.226.0.0/16|65536|0|65536
52649|181.227.0.0/16|65536|0|65536
20118|181.228.0.0/14|262144|0|262144
24715|181.232.0.0/17|32768|0|32768
40230|181.232.128.0/17|32768|0|32768
40230|181.233.0.0/17|32768|0|32768
40230|181.233.128.0/20|4096|0|4096
40230|181.233.144.0/22|1024|0|1024
144994|181.233.148.0/22|1024|0|1024
40230|181.233.152.0/21|2048|0|2048
40230|181.233.160.0/19|8192|0|8192
35073|181.234.0.0/15|65536|65536|131072
35073|181.236.0.0/15|61184|69888|131072
38660|181.238.0.0/15|131072|0|131072
20212|181.240.0.0/12|1048576|0|1048576
21457|186.0.0.0/17|32768|0|32768
64211|186.0.128.0/21|2048|0|2048
46613|186.0.176.0/22|1024|0|1024
83924|186.0.180.0/22|1024|0|1024
33230|186.0.188.0/22|1024|0|1024
49997|186.1.0.0/18|16384|0|16384
40339|186.1.64.0/18|16384|0|16384
52649|186.2.0.0/17|32768|0|32768
97633|186.2.176.0/20|4096|0|4096
33230|186.2.192.0/19|8192|0|8192
33230|186.2.224.0/20|4096|0|4096
20201|186.3.0.0/16|65536|0|65536
56468|186.4.0.0/18|15104|1280|16384
20201|186.4.128.0/17|32768|0|32768
20201|186.5.0.0/17|32768|0|32768
24013|186.5.228.0/22|1024|0|1024
84243|186.5.232.0/21|2048|0|2048
59494|186.5.240.0/20|4096|0|4096
21199|186.6.0.0/15|131072|0|131072
21853|186.8.0.0/16|65536|0|65536
44674|186.9.0.0/16|65536|0|65536
44674|186.10.0.0/15|131072|0|131072
38660|186.12.0.0/15|131072|0|131072
20276|186.14.0.0/16|63232|2304|65536
30085|186.15.0.0/16|65536|0|65536
33230|186.16.0.0/15|131072|0|131072
23787|186.18.0.0/15|131072|0|131072
47779|186.20.0.0/15|131072|0|131072
23787|186.22.0.0/15|131072|0|131072
23085|186.24.0.0/15|86016|45056|131072
40749|186.26.0.0/18|16384|0|16384
40749|186.26.128.0/17|32768|0|32768
52649|186.27.0.0/17|32768|0|32768
30093|186.27.128.0/17|32768|0|32768
56468|186.32.0.0/18|15104|1280|16384
61374|186.32.64.0/18|16128|256|16384
87951|186.32.128.0/19|8192|0|8192
56468|186.32.160.0/19|8192|0|8192
56468|186.32.192.0/19|7936|256|8192
87951|186.32.224.0/20|4096|0|4096
87951|186.32.240.0/21|2048|0|2048
61374|186.32.248.0/21|2048|0|2048
20008|186.33.0.0/18|16384|0|16384
40339|186.33.64.0/18|16384|0|16384
71157|186.33.192.0/18|16384|0|16384
21977|186.34.0.0/15|131072|0|131072
21977|186.36.0.0/16|65536|0|65536
44674|186.37.0.0/16|65536|0|65536
24221|186.38.0.0/15|98304|32768|131072
22289|186.40.0.0/15|131072|0|131072
22675|186.42.0.0/16|17664|47872|65536
24715|186.43.0.0/17|32768|0|32768
22675|186.46.0.0/15|58880|72192|131072
20124|186.48.0.0/13|524288|0|524288
24221|186.56.0.0/13|524288|0|524288
64211|186.64.64.0/19|8192|0|8192
86307|186.64.112.0/21|2048|0|2048
86307|186.64.120.0/22|1024|0|1024
97391|186.64.124.0/22|1024|0|1024
30085|186.64.128.0/17|32768|0|32768
20304|186.65.0.0/18|16384|0|16384
25790|186.65.80.0/22|1024|0|1024
92104|186.65.84.0/22|1024|0|1024
90238|186.65.112.0/20|4096|0|4096
22289|186.65.128.0/17|32768|0|32768
21844|186.66.0.0/16|65536|0|65536
22330|186.67.0.0/16|65536|0|65536
21844|186.68.0.0/14|262144|0|262144
63177|186.78.0.0/15|131072|0|131072
20127|186.80.0.0/13|510720|13568|524288
20862|186.88.0.0/13|458752|65536|524288
75916|186.96.80.0/20|4096|0|4096
92301|186.96.96.0/19|8192|0|8192
68823|186.96.252.0/22|1024|0|1024
22402|186.97.0.0/16|65536|0|65536
35073|186.98.0.0/15|0|131072|131072
20004|186.100.0.0/16|32768|32768|65536
20201|186.101.0.0/16|65536|0|65536
35073|186.102.0.0/16|54272|11264|65536
35073|186.103.0.0/17|0|32768|32768
20015|186.103.128.0/17|32768|0|32768
63177|186.104.0.0/14|262144|0|262144
20118|186.108.0.0/14|169984|92160|262144
35073|186.112.0.0/13|516096|8192|524288
58323|186.120.0.0/16|65536|0|65536
20924|186.121.0.0/17|32768|0|32768
38660|186.122.0.0/15|131072|0|131072
20118|186.124.0.0/14|245760|16384|262144
24221|186.128.0.0/13|524288|0|524288
20118|186.136.0.0/14|262144|0|262144
20004|186.140.0.0/14|262144|0|262144
20127|186.144.0.0/14|259328|2816|262144
144124|186.148.80.0/21|2048|0|2048
75934|186.148.88.0/21|2048|0|2048
27089|186.148.112.0/21|2048|0|2048
33597|186.148.128.0/19|8192|0|8192
92301|186.148.160.0/19|8192|0|8192
83869|186.148.240.0/21|2048|0|2048
81468|186.148.248.0/21|2048|0|2048
58323|186.149.0.0/16|65536|0|65536
58323|186.150.0.0/16|65536|0|65536
23107|186.151.0.0/16|65536|0|65536
20118|186.152.0.0/15|122880|8192|131072
20213|186.156.0.0/16|65536|0|65536
38660|186.157.0.0/16|0|65536|65536
38660|186.158.0.0/16|65536|0|65536
24715|186.159.0.0/18|16384|0|16384
24715|186.159.64.0/19|8192|0|8192
97598|186.159.96.0/20|4096|0|4096
38739|186.159.112.0/22|1024|0|1024
87821|186.159.116.0/22|1024|0|1024
30085|186.159.128.0/17|32768|0|32768
22884|186.160.0.0/14|262144|0|262144
23085|186.164.0.0/15|0|131072|131072
23085|186.166.0.0/16|65536|0|65536
35073|186.168.0.0/14|148992|113152|262144
47779|186.172.0.0/14|0|262144|262144
56468|186.176.0.0/16|62976|2560|65536
56468|186.177.0.0/17|32512|256|32768
56468|186.177.128.0/18|15360|1024|16384
22675|186.178.0.0/16|19200|46336|65536
91766|186.179.0.0/18|16384|0|16384
92301|186.179.96.0/20|4096|0|4096
20305|186.179.112.0/20|4096|0|4096
22402|186.180.0.0/15|131072|0|131072
20267|186.182.0.0/16|65536|0|65536
58974|186.183.0.0/17|32768|0|32768
33117|186.183.128.0/17|32768|0|32768
23085|186.184.0.0/14|114688|147456|262144
20276|186.188.0.0/17|32768|0|32768
20305|186.188.128.0/17|32768|0|32768
33180|186.189.0.0/18|0|16384|16384
31779|186.189.64.0/22|512|512|1024
31779|186.189.68.0/24|0|256|256
33180|186.189.128.0/18|16384|0|16384
21855|186.189.192.0/19|2048|6144|8192
29735|186.190.0.0/17|32768|0|32768
45852|186.190.128.0/19|8192|0|8192
64211|186.190.160.0/20|2560|1536|4096
48429|186.190.176.0/20|4096|0|4096
92301|186.190.224.0/21|2048|0|2048
21378|186.190.232.0/22|768|256|1024
38660|186.191.0.0/16|65536|0|65536
117277|186.192.16.0/20|4096|0|4096
117102|186.192.32.0/20|4096|0|4096
118475|186.192.80.0/20|4096|0|4096
100767|186.192.128.0/19|8192|0|8192
120039|186.192.176.0/20|4096|0|4096
120892|186.192.208.0/20|4096|0|4096
103116|186.192.240.0/20|4096|0|4096
115255|186.193.16.0/20|4096|0|4096
120039|186.193.48.0/20|4096|0|4096
140323|186.193.64.0/19|8192|0|8192
122188|186.193.112.0/20|4096|0|4096
100929|186.193.128.0/19|8192|0|8192
106901|186.193.160.0/20|4096|0|4096
120208|186.193.192.0/20|4096|0|4096
106316|186.193.208.0/20|4096|0|4096
201117|186.193.224.0/20|4096|0|4096
120001|186.193.240.0/20|4096|0|4096
133694|186.194.16.0/20|4096|0|4096
133517|186.194.64.0/20|4096|0|4096
122137|186.194.96.0/20|4096|0|4096
21287|186.194.140.0/22|1024|0|1024
135482|186.194.144.0/20|4096|0|4096
114560|186.194.176.0/20|4096|0|4096
133957|186.194.192.0/20|4096|0|4096
116736|186.194.208.0/20|4096|0|4096
122188|186.194.224.0/20|4096|0|4096
120898|186.194.240.0/20|4096|0|4096
140035|186.195.16.0/20|4096|0|4096
191456|186.195.80.0/20|4096|0|4096
121112|186.195.96.0/20|4096|0|4096
99666|186.195.144.0/20|4096|0|4096
114692|186.195.208.0/20|4096|0|4096
112028|186.195.224.0/20|4096|0|4096
306751|186.196.0.0/14|262144|0|262144
124137|186.200.0.0/15|131072|0|131072
140920|186.202.0.0/16|55808|9728|65536
236102|186.204.0.0/14|262144|0|262144
140180|186.208.64.0/20|4096|0|4096
115232|186.208.80.0/21|2048|0|2048
118293|186.208.96.0/20|4096|0|4096
131924|186.208.128.0/20|4096|0|4096
233988|186.208.192.0/20|4096|0|4096
145140|186.208.216.0/21|2048|0|2048
103861|186.208.224.0/20|4096|0|4096
272490|186.208.244.0/22|1024|0|1024
136682|186.208.248.0/22|1024|0|1024
137225|186.208.252.0/22|1024|0|1024
105312|186.209.0.0/20|4096|0|4096
103039|186.209.16.0/20|4096|0|4096
105012|186.209.32.0/19|8192|0|8192
241125|186.209.64.0/20|4096|0|4096
114477|186.209.80.0/21|2048|0|2048
121780|186.209.96.0/20|4096|0|4096
107797|186.209.128.0/20|4096|0|4096
127881|186.209.160.0/20|4096|0|4096
106863|186.209.176.0/21|2048|0|2048
140339|186.209.192.0/20|4096|0|4096
129479|186.209.216.0/22|1024|0|1024
190580|186.209.220.0/22|1024|0|1024
124024|186.210.0.0/16|65536|0|65536
114692|186.211.16.0/20|4096|0|4096
128350|186.211.32.0/20|4096|0|4096
116908|186.211.96.0/20|4096|0|4096
124137|186.212.0.0/14|262144|0|262144
127146|186.216.64.0/18|16384|0|16384
102554|186.216.128.0/20|4096|0|4096
99739|186.216.216.0/21|2048|0|2048
236102|186.218.0.0/16|12288|53248|65536
123843|186.219.96.0/20|4096|0|4096
137935|186.219.112.0/21|2048|0|2048
149744|186.219.120.0/21|2048|0|2048
122401|186.219.128.0/20|4096|0|4096
304479|186.219.144.0/20|4096|0|4096
112781|186.219.176.0/21|2048|0|2048
149746|186.219.216.0/21|2048|0|2048
236102|186.220.0.0/14|258048|4096|262144
121934|186.224.0.0/20|4096|0|4096
121934|186.224.16.0/21|2048|0|2048
127708|186.224.24.0/21|2048|0|2048
129590|186.224.32.0/20|4096|0|4096
129632|186.224.88.0/21|2048|0|2048
119682|186.224.224.0/20|4096|0|4096
107550|186.225.0.0/20|4096|0|4096
121922|186.225.16.0/20|4096|0|4096
133084|186.225.32.0/19|8192|0|8192
111915|186.225.64.0/20|4096|0|4096
137844|186.225.80.0/20|4096|0|4096
127887|186.225.96.0/19|8192|0|8192
126637|186.225.128.0/19|8192|0|8192
123336|186.225.176.0/21|2048|0|2048
129410|186.225.184.0/21|2048|0|2048
103649|186.225.216.0/21|2048|0|2048
102462|186.225.224.0/19|8192|0|8192
137109|186.226.32.0/20|4096|0|4096
137370|186.226.48.0/21|2048|0|2048
121697|186.226.64.0/19|8192|0|8192
99739|186.226.96.0/20|4096|0|4096
131279|186.226.112.0/20|4096|0|4096
142349|186.226.128.0/20|4096|0|4096
137366|186.226.144.0/20|4096|0|4096
138921|186.226.200.0/21|2048|0|2048
101894|186.226.220.0/22|1024|0|1024
117317|186.227.0.0/20|4096|0|4096
120602|186.227.32.0/20|4096|0|4096
100104|186.227.96.0/20|4096|0|4096
128188|186.227.112.0/21|2048|0|2048
142348|186.227.120.0/22|1024|0|1024
118437|186.227.128.0/20|4096|0|4096
141984|186.227.152.0/22|1024|0|1024
126982|186.227.176.0/21|2048|0|2048
258930|186.227.192.0/20|4096|0|4096
116729|186.227.216.0/21|2048|0|2048
306751|186.228.0.0/14|262144|0|262144
127142|186.232.40.0/21|2048|0|2048
139828|186.232.48.0/21|2048|0|2048
119302|186.232.56.0/22|1024|0|1024
121455|186.232.60.0/24|256|0|256
125980|186.232.64.0/21|2048|0|2048
139880|186.232.72.0/22|1024|0|1024
133610|186.232.80.0/22|1024|0|1024
115609|186.232.112.0/21|2048|0|2048
276996|186.232.120.0/21|2048|0|2048
116624|186.232.128.0/21|2048|0|2048
120892|186.232.144.0/21|2048|0|2048
136709|186.232.188.0/22|1024|0|1024
99694|186.232.192.0/21|2048|0|2048
105758|186.232.200.0/21|2048|0|2048
118009|186.232.208.0/21|2048|0|2048
118247|186.232.224.0/21|2048|0|2048
129564|186.232.247.0/24|256|0|256
99613|186.232.248.0/21|2048|0|2048
133677|186.233.12.0/22|1024|0|1024
123716|186.233.16.0/21|2048|0|2048
138583|186.233.56.0/22|1024|0|1024
115238|186.233.60.0/22|1024|0|1024
136857|186.233.72.0/21|2048|0|2048
123330|186.233.88.0/22|1024|0|1024
137225|186.233.92.0/22|1024|0|1024
127708|186.233.104.0/21|2048|0|2048
256433|186.233.112.0/21|2048|0|2048
136596|186.233.128.0/21|2048|0|2048
132293|186.233.140.0/24|0|256|256
107063|186.233.144.0/21|2048|0|2048
120415|186.233.160.0/21|2048|0|2048
116321|186.233.168.0/22|1024|0|1024
101607|186.233.172.0/22|1024|0|1024
112294|186.233.176.0/21|2048|0|2048
142405|186.233.184.0/22|1024|0|1024
134730|186.233.192.0/21|2048|0|2048
137234|186.233.216.0/22|1024|0|1024
132333|186.233.220.0/22|1024|0|1024
140138|186.233.224.0/22|1024|0|1024
131488|186.233.228.0/22|1024|0|1024
102581|186.233.252.0/22|1024|0|1024
124013|186.235.0.0/20|4096|0|4096
123483|186.235.16.0/20|4096|0|4096
138890|186.235.32.0/20|4096|0|4096
122667|186.235.56.0/22|1024|0|1024
108046|186.235.88.0/22|1024|0|1024
101682|186.235.92.0/22|1024|0|1024
102949|186.235.96.0/20|4096|0|4096
112970|186.235.160.0/20|4096|0|4096
145249|186.235.192.0/19|8192|0|8192
132179|186.236.32.0/20|4096|0|4096
140574|186.236.64.0/19|8192|0|8192
136476|186.236.96.0/19|8192|0|8192
106651|186.236.128.0/18|16384|0|16384
129528|186.236.192.0/19|8192|0|8192
109706|186.237.0.0/20|4096|0|4096
137795|186.237.16.0/21|2048|0|2048
101639|186.237.32.0/20|4096|0|4096
131773|186.237.48.0/21|2048|0|2048
111560|186.237.60.0/22|1024|0|1024
137745|186.237.112.0/21|2048|0|2048
138142|186.237.120.0/21|2048|0|2048
117667|186.237.128.0/20|4096|0|4096
279069|186.237.144.0/21|2048|0|2048
150436|186.237.152.0/21|2048|0|2048
117416|186.237.160.0/20|3840|256|4096
107161|186.237.192.0/20|3840|256|4096
110472|186.237.208.0/21|2048|0|2048
149063|186.237.216.0/21|2048|0|2048
145258|186.237.224.0/20|4096|0|4096
124137|186.238.0.0/15|131072|0|131072
109848|186.240.0.0/13|524288|0|524288
115337|186.249.0.0/20|4096|0|4096
128301|186.249.24.0/21|2048|0|2048
114788|186.249.128.0/19|8192|0|8192
99822|186.249.160.0/20|2048|2048|4096
141073|186.249.176.0/20|4096|0|4096
122549|186.249.192.0/20|4096|0|4096
141204|186.249.208.0/21|2048|0|2048
152184|186.249.216.0/22|1024|0|1024
120573|186.249.224.0/20|4096|0|4096
124934|186.250.8.0/21|2048|0|2048
133480|186.250.24.0/22|1024|0|1024
136426|186.250.28.0/22|1024|0|1024
141660|186.250.36.0/22|1024|0|1024
124753|186.250.40.0/21|2048|0|2048
116118|186.250.48.0/21|2048|0|2048
100792|186.250.56.0/22|1024|0|1024
125309|186.250.64.0/21|2048|0|2048
124753|186.250.104.0/21|2048|0|2048
143828|186.250.116.0/22|1024|0|1024
123896|186.250.120.0/22|1024|0|1024
107949|186.250.140.0/22|1024|0|1024
125313|186.250.168.0/21|2048|0|2048
106411|186.250.188.0/22|1024|0|1024
119134|186.250.208.0/21|2048|0|2048
148993|186.250.220.0/22|1024|0|1024
137790|186.250.224.0/22|1024|0|1024
125318|186.250.232.0/21|2048|0|2048
150728|186.250.252.0/22|1024|0|1024
113978|186.251.0.0/21|2048|0|2048
132780|186.251.8.0/22|1024|0|1024
105253|186.251.16.0/21|2048|0|2048
115737|186.251.28.0/22|1024|0|1024
142646|186.251.39.0/24|256|0|256
118606|186.251.48.0/21|2048|0|2048
129600|186.251.56.0/22|1024|0|1024
125381|186.251.72.0/21|2048|0|2048
137609|186.251.80.0/21|2048|0|2048
139174|186.251.92.0/22|1024|0|1024
116850|186.251.96.0/21|2048|0|2048
125318|186.251.104.0/22|1024|0|1024
139959|186.251.108.0/22|1024|0|1024
116573|186.251.128.0/20|4096|0|4096
100104|186.251.144.0/21|2048|0|2048
129077|186.251.156.0/22|1024|0|1024
118402|186.251.168.0/22|1024|0|1024
135121|186.251.172.0/22|1024|0|1024
112064|186.251.176.0/21|2048|0|2048
138737|186.251.184.0/22|1024|0|1024
102554|186.251.200.0/22|1024|0|1024
107026|186.251.224.0/22|1024|0|1024
278634|186.251.248.0/21|2048|0|2048
306751|186.252.0.0/14|262144|0|262144
106651|187.0.64.0/18|16384|0|16384
102569|187.0.160.0/22|1024|0|1024
206826|187.0.164.0/22|1024|0|1024
122629|187.0.176.0/20|4096|0|4096
128993|187.0.192.0/19|8192|0|8192
99609|187.1.0.0/20|4096|0|4096
106656|187.1.16.0/20|4096|0|4096
102554|187.1.48.0/20|4096|0|4096
140323|187.1.64.0/20|4096|0|4096
115337|187.1.80.0/20|4096|0|4096
119804|187.1.112.0/20|4096|0|4096
131135|187.1.128.0/20|4096|0|4096
99281|187.1.160.0/20|4096|0|4096
120573|187.1.176.0/20|4096|0|4096
124137|187.1.192.0/18|16384|0|16384
236102|187.2.0.0/15|131072|0|131072
141221|187.4.0.0/14|262144|0|262144
124137|187.8.0.0/14|262144|0|262144
109848|187.12.0.0/14|262144|0|262144
114575|187.16.32.0/19|8192|0|8192
141654|187.16.64.0/18|16384|0|16384
134708|187.16.128.0/20|4096|0|4096
101639|187.16.144.0/20|4096|0|4096
102949|187.16.176.0/20|4096|0|4096
114721|187.16.192.0/19|0|8192|8192
118402|187.16.224.0/20|4096|0|4096
120001|187.16.240.0/20|4096|0|4096
233988|187.17.144.0/20|4096|0|4096
132918|187.17.176.0/20|4096|0|4096
131924|187.17.192.0/20|4096|0|4096
107323|187.17.208.0/20|4096|0|4096
102554|187.17.240.0/20|4096|0|4096
106651|187.18.64.0/18|16384|0|16384
123415|187.18.128.0/17|32768|0|32768
108147|187.19.0.0/20|4096|0|4096
117313|187.19.48.0/20|4096|0|4096
100104|187.19.96.0/20|4096|0|4096
122068|187.19.112.0/20|4096|0|4096
121805|187.19.128.0/17|32768|0|32768
236102|187.20.0.0/14|262144|0|262144
104609|187.24.0.0/14|262144|0|262144
124024|187.32.0.0/16|65536|0|65536
128993|187.33.0.0/19|7424|768|8192
100384|187.33.96.0/20|4096|0|4096
148761|187.33.160.0/20|4096|0|4096
100477|187.33.208.0/20|4096|0|4096
105874|187.33.224.0/19|8192|0|8192
124137|187.34.0.0/15|131072|0|131072
236102|187.36.0.0/14|262144|0|262144
109848|187.40.0.0/14|262144|0|262144
127146|187.44.0.0/18|16384|0|16384
129895|187.44.64.0/20|4096|0|4096
124024|187.44.96.0/19|8192|0|8192
275978|187.45.48.0/20|4096|0|4096
299378|187.45.64.0/20|4096|0|4096
100701|187.45.80.0/20|4096|0|4096
130507|187.45.96.0/19|8192|0|8192
258930|187.45.176.0/20|4096|0|4096
140920|187.45.192.0/18|16384|0|16384
306751|187.46.0.0/15|131072|0|131072
120986|187.49.192.0/20|4096|0|4096
111827|187.49.208.0/20|4096|0|4096
124137|187.50.0.0/15|131072|0|131072
141221|187.52.0.0/14|262144|0|262144
124137|187.56.0.0/14|262144|0|262144
133084|187.60.32.0/20|4096|0|4096
112550|187.60.48.0/20|2816|1280|4096
129528|187.60.64.0/19|8192|0|8192
221044|187.60.96.0/20|4096|0|4096
135444|187.60.112.0/20|4096|0|4096
139908|187.60.128.0/20|4096|0|4096
106316|187.60.144.0/20|4096|0|4096
118402|187.60.176.0/20|4096|0|4096
113147|187.60.208.0/20|4096|0|4096
121780|187.61.96.0/20|4096|0|4096
106973|187.61.112.0/21|2048|0|2048
101607|187.61.120.0/21|2048|0|2048
129528|187.61.128.0/17|32768|0|32768
106651|187.62.0.0/18|16384|0|16384
131215|187.62.192.0/20|4096|0|4096
113234|187.62.208.0/20|4096|0|4096
106880|187.63.0.0/20|4096|0|4096
128350|187.63.64.0/20|4096|0|4096
105193|187.63.128.0/20|4096|0|4096
105104|187.63.160.0/19|8192|0|8192
120415|187.63.192.0/20|4096|0|4096
236102|187.64.0.0/14|253952|8192|262144
104609|187.68.0.0/14|262144|0|262144
124024|187.72.0.0/16|65536|0|65536
102554|187.73.0.0/20|4096|0|4096
142020|187.73.16.0/20|4096|0|4096
103549|187.73.48.0/20|4096|0|4096
145249|187.73.64.0/19|8192|0|8192
141256|187.73.96.0/20|4096|0|4096
101096|187.73.240.0/20|4096|0|4096
124137|187.74.0.0/15|131072|0|131072
109848|187.76.0.0/14|262144|0|262144
306751|187.80.0.0/14|262144|0|262144
130908|187.84.48.0/20|4096|0|4096
101639|187.84.128.0/20|4096|0|4096
137414|187.84.192.0/19|8192|0|8192
126298|187.84.224.0/20|4096|0|4096
111538|187.85.0.0/19|8192|0|8192
143382|187.85.32.0/20|4096|0|4096
149388|187.85.56.0/22|1024|0|1024
128121|187.85.60.0/22|1024|0|1024
113516|187.85.80.0/20|4096|0|4096
116908|187.85.144.0/20|4096|0|4096
103039|187.85.160.0/19|8192|0|8192
131014|187.85.192.0/21|2048|0|2048
140852|187.85.200.0/21|2048|0|2048
140852|187.85.208.0/21|2048|0|2048
131014|187.85.216.0/22|1024|0|1024
140852|187.85.220.0/22|1024|0|1024
100701|187.86.0.0/19|8192|0|8192
135482|187.86.48.0/20|4096|0|4096
102554|187.86.64.0/20|4096|0|4096
115366|187.86.80.0/20|4096|0|4096
120456|187.86.128.0/19|8192|0|8192
115157|187.86.208.0/20|4096|0|4096
106157|187.87.0.0/20|4096|0|4096
119056|187.87.16.0/20|4096|0|4096
122188|187.87.64.0/21|2048|0|2048
123843|187.87.72.0/21|2048|0|2048
118660|187.87.96.0/20|4096|0|4096
120986|187.87.112.0/20|4096|0|4096
132179|187.87.208.0/20|4096|0|4096
124137|187.88.0.0/14|262144|0|262144
124137|187.92.0.0/15|131072|0|131072
133694|187.94.16.0/20|4096|0|4096
118553|187.94.48.0/20|4096|0|4096
110992|187.94.80.0/20|4096|0|4096
122549|187.94.96.0/20|4096|0|4096
306542|187.94.128.0/19|8192|0|8192
114788|187.94.160.0/19|8192|0|8192
116736|187.94.192.0/20|4096|0|4096
115255|187.94.208.0/20|4096|0|4096
114560|187.95.0.0/20|4096|0|4096
107472|187.95.16.0/20|4096|0|4096
120001|187.95.32.0/20|4096|0|4096
137424|187.95.96.0/19|8192|0|8192
241901|187.95.128.0/22|1024|0|1024
130059|187.95.132.0/22|1024|0|1024
130059|187.95.136.0/21|2048|0|2048
130059|187.95.144.0/20|4096|0|4096
104577|187.95.160.0/20|4096|0|4096
104756|187.95.224.0/19|8192|0|8192
306751|187.96.0.0/14|262144|0|262144
124137|187.100.0.0/15|131072|0|131072
103039|187.102.0.0/20|4096|0|4096
115926|187.102.16.0/20|4096|0|4096
109883|187.102.32.0/20|4096|0|4096
135623|187.102.64.0/20|4096|0|4096
214885|187.102.112.0/20|4096|0|4096
141654|187.102.128.0/18|16384|0|16384
116118|187.103.48.0/20|4096|0|4096
120967|187.103.64.0/20|4096|0|4096
116652|187.103.144.0/20|4096|0|4096
236102|187.104.0.0/14|248064|14080|262144
107797|187.108.16.0/20|4096|0|4096
127887|187.108.32.0/20|4096|0|4096
102554|187.108.48.0/20|4096|0|4096
116005|187.108.192.0/20|4096|0|4096
103039|187.108.208.0/20|4096|0|4096
108147|187.108.224.0/20|4096|0|4096
122692|187.109.80.0/20|4096|0|4096
113147|187.109.96.0/20|4096|0|4096
143382|187.109.128.0/19|8192|0|8192
120892|187.109.224.0/20|4096|0|4096
118394|187.110.160.0/20|4096|0|4096
123056|187.110.176.0/20|4096|0|4096
117430|187.110.208.0/20|4096|0|4096
136002|187.110.224.0/20|4096|0|4096
120208|187.110.240.0/20|4096|0|4096
130114|187.111.128.0/20|4096|0|4096
143240|187.111.144.0/20|4096|0|4096
123056|187.111.160.0/19|8192|0|8192
129528|187.111.224.0/19|8192|0|8192
124137|187.112.0.0/13|524288|0|524288
110426|187.120.0.0/21|2048|0|2048
110426|187.120.8.0/22|1024|0|1024
222044|187.120.12.0/24|256|0|256
110426|187.120.13.0/24|256|0|256
110426|187.120.14.0/23|512|0|512
256433|187.120.16.0/20|4096|0|4096
